2021,NOV,1535
2022,MAR,1932
2022,AUG,5639
2022,SEP,2772
2022,MAY,3090
2021,SEP,722
2022,OCT,2834
2022,APR,2323
2022,DEC,4418
2022,NOV,2703
2021,JUL,1898
2021,OCT,1549
2021,DEC,1335
2022,JAN,445
2021,JUN,876
2022,JUN,3480
2021,AUG,1557
2022,FEB,955
2022,JUL,5877
