YAS,2022,JAN,2,5,0,0
YAS,2022,FEB,2,6,0,0
YAS,2022,JUN,4,30,0,0
YAS,2021,JUN,2,3,1,1
YAS,2022,JUL,3,7,1,4
YAS,2022,AUG,2,10,0,0
YAS,2021,AUG,1,2,0,0
YAS,2021,SEP,6,14,0,0
YAS,2021,OCT,1,5,0,0
YAS,2021,NOV,5,23,0,0
YAS,2021,DEC,7,12,3,6
YAS,2022,DEC,1,4,0,0
